"Date et heure","Date et heure(RAW)","Mémoire disponible (%)","Mémoire disponible (%)(RAW)","Mémoire disponible","Mémoire disponible(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"15/09/2024 18:00:00 - 19:00:00","45550.7083333333","9 %","9.0000","6,06 Go","6511075328.0000","0 %","0.0000","100 %","0000010000"
"15/09/2024 19:00:00 - 20:00:00","45550.7500000000","9 %","9.3333","6,07 Go","6520613546.6667","0 %","0.0000","100 %","0000010000"
"15/09/2024 20:00:00 - 21:00:00","45550.7916666667","9 %","9.1667","6,07 Go","6518259029.3333","0 %","0.0000","100 %","0000010000"
"15/09/2024 21:00:00 - 22:00:00","45550.8333333333","9 %","9.1667","6,07 Go","6515209557.3333","0 %","0.0000","100 %","0000010000"
"15/09/2024 22:00:00 - 23:00:00","45550.8750000000","9 %","9.0000","6,05 Go","6499041962.6667","0 %","0.0000","100 %","0000010000"
"15/09/2024 23:00:00 - 00:00:00","45550.9166666667","9 %","9.0000","6,06 Go","6502326954.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 00:00:00 - 01:00:00","45550.9583333333","9 %","9.0000","6,05 Go","6497224021.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 01:00:00 - 02:00:00","45551.0000000000","9 %","9.0000","6,06 Go","6504514901.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 02:00:00 - 03:00:00","45551.0416666667","9 %","9.3333","6,08 Go","6523326464.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 03:00:00 - 04:00:00","45551.0833333333","10 %","10.0000","6,13 Go","6582520490.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 04:00:00 - 05:00:00","45551.1250000000","10 %","9.8333","6,12 Go","6573226666.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 05:00:00 - 06:00:00","45551.1666666667","10 %","9.5000","6,08 Go","6528793258.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 06:00:00 - 07:00:00","45551.2083333333","10 %","9.5000","6,08 Go","6526653098.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 07:00:00 - 08:00:00","45551.2500000000","9 %","9.3333","6,08 Go","6529563989.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 08:00:00 - 09:00:00","45551.2916666667","10 %","9.8333","6,09 Go","6540049066.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 09:00:00 - 10:00:00","45551.3333333333","10 %","10.0000","6,13 Go","6583767040.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 10:00:00 - 11:00:00","45551.3750000000","10 %","9.8333","6,12 Go","6575481514.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 11:00:00 - 12:00:00","45551.4166666667","10 %","9.8333","6,05 Go","6495951530.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 12:00:00 - 13:00:00","45551.4583333333","9 %","9.0000","5,96 Go","6401170090.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 13:00:00 - 14:00:00","45551.5000000000","9 %","9.1667","6,04 Go","6480526677.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 14:00:00 - 15:00:00","45551.5416666667","10 %","9.8333","6,09 Go","6543753898.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 15:00:00 - 16:00:00","45551.5833333333","9 %","9.1667","6,07 Go","6516675242.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 16:00:00 - 17:00:00","45551.6250000000","9 %","9.1667","6,06 Go","6506345813.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 17:00:00 - 18:00:00","45551.6666666667","9 %","9.1667","6,05 Go","6494409386.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 18:00:00 - 19:00:00","45551.7083333333","9 %","9.1667","6,06 Go","6507211434.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 19:00:00 - 20:00:00","45551.7500000000","10 %","9.5000","6,07 Go","6521501696.0000","0 %","0.0000","100 %","0000010000"
"16/09/2024 20:00:00 - 21:00:00","45551.7916666667","9 %","9.0000","6,06 Go","6508113237.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 21:00:00 - 22:00:00","45551.8333333333","9 %","9.3333","6,07 Go","6512698026.6667","0 %","0.0000","100 %","0000010000"
"16/09/2024 22:00:00 - 23:00:00","45551.8750000000","9 %","9.3333","6,08 Go","6525502805.3333","0 %","0.0000","100 %","0000010000"
"16/09/2024 23:00:00 - 00:00:00","45551.9166666667","9 %","9.0000","6,06 Go","6503754410.6667","0 %","0.0000","100 %","0000010000"
"17/09/2024 00:00:00 - 01:00:00","45551.9583333333","9 %","9.3333","6,05 Go","6495083178.6667","0 %","0.0000","100 %","0000010000"
"17/09/2024 01:00:00 - 02:00:00","45552.0000000000","10 %","9.6667","6,08 Go","6530603690.6667","0 %","0.0000","100 %","0000010000"
"17/09/2024 02:00:00 - 03:00:00","45552.0416666667","9 %","9.1667","6,03 Go","6477311317.3333","0 %","0.0000","100 %","0000010000"
"17/09/2024 03:00:00 - 04:00:00","45552.0833333333","9 %","9.0000","6 Go","6444619093.3333","0 %","0.0000","100 %","0000010000"
"17/09/2024 04:00:00 - 05:00:00","45552.1250000000","9 %","9.0000","6,01 Go","6449494016.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 05:00:00 - 06:00:00","45552.1666666667","9 %","9.0000","5,95 Go","6394038272.0000","0 %","0.0000","100 %","0000010000"
"17/09/2024 06:00:00 - 07:00:00","45552.2083333333","9 %","9.0000","5,97 Go","6404944554.6667","0 %","0.0000","100 %","0000010000"
"17/09/2024 07:00:00 - 08:00:00","45552.2500000000","9 %","9.0000","5,92 Go","6360763050.6667","0 %","0.0000","100 %","0000010000"
"17/09/2024 08:00:00 - 09:00:00","45552.2916666667","9 %","9.0000","5,93 Go","6367679146.6667","0 %","0.0000","100 %","0000010000"
"17/09/2024 09:00:00 - 10:00:00","45552.3333333333","9 %","9.0000","5,91 Go","6350627498.6667","0 %","0.0000","100 %","0000010000"
