"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Octets libres C:","Octets libres C:(RAW)","Espace disponible C:","Espace disponible C:(RAW)","Octets libres D:","Octets libres D:(RAW)","Espace disponible D:","Espace disponible D:(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"30/09/2024 05:00:00 - 06:00:00","45565.1666666667","118 Go","126194910549.3333","15 Go","15829507413.3333","25 %","25.0000","103 Go","110365403136.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 06:00:00 - 07:00:00","45565.2083333333","118 Go","126175604736.0000","15 Go","15808035498.6667","25 %","25.0000","103 Go","110367569237.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 07:00:00 - 08:00:00","45565.2500000000","118 Go","126385399125.3333","15 Go","16017911808.0000","25 %","25.0000","103 Go","110367487317.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 08:00:00 - 09:00:00","45565.2916666667","118 Go","126483091456.0000","15 Go","16117469184.0000","25 %","25.0000","103 Go","110365622272.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 09:00:00 - 10:00:00","45565.3333333333","118 Go","126457701034.6667","15 Go","16093123925.3333","25 %","25.0000","103 Go","110364577109.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 10:00:00 - 11:00:00","45565.3750000000","118 Go","126436839424.0000","15 Go","16074379264.0000","25 %","25.0000","103 Go","110362460160.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 11:00:00 - 12:00:00","45565.4166666667","118 Go","126417932970.6667","15 Go","16056734378.6667","25 %","25.0000","103 Go","110361198592.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 12:00:00 - 13:00:00","45565.4583333333","118 Go","126394501120.0000","15 Go","16035279530.6667","25 %","25.0000","103 Go","110359221589.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 13:00:00 - 14:00:00","45565.5000000000","118 Go","126372423680.0000","15 Go","16014097749.3333","25 %","25.0000","103 Go","110358325930.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 14:00:00 - 15:00:00","45565.5416666667","118 Go","126373408085.3333","15 Go","16012477098.6667","25 %","25.0000","103 Go","110360930986.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 15:00:00 - 16:00:00","45565.5833333333","118 Go","126374303744.0000","15 Go","16012962474.6667","25 %","25.0000","103 Go","110361341269.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 16:00:00 - 17:00:00","45565.6250000000","118 Go","126348186965.3333","15 Go","15987979605.3333","25 %","25.0000","103 Go","110360207360.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 17:00:00 - 18:00:00","45565.6666666667","118 Go","126323916117.3333","15 Go","15964325888.0000","25 %","25.0000","103 Go","110359590229.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 18:00:00 - 19:00:00","45565.7083333333","118 Go","126300882944.0000","15 Go","15942588416.0000","25 %","25.0000","103 Go","110358294528.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 19:00:00 - 20:00:00","45565.7500000000","118 Go","126278862165.3333","15 Go","15920893952.0000","25 %","25.0000","103 Go","110357968213.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 20:00:00 - 21:00:00","45565.7916666667","118 Go","126256532138.6667","15 Go","15899430912.0000","25 %","25.0000","103 Go","110357101226.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 21:00:00 - 22:00:00","45565.8333333333","118 Go","126241299114.6667","15 Go","15884739925.3333","25 %","25.0000","103 Go","110356559189.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 22:00:00 - 23:00:00","45565.8750000000","118 Go","126254612480.0000","15 Go","15898700458.6667","25 %","25.0000","103 Go","110355912021.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"30/09/2024 23:00:00 - 00:00:00","45565.9166666667","118 Go","126230794240.0000","15 Go","15877100885.3333","25 %","25.0000","103 Go","110353693354.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 00:00:00 - 01:00:00","45565.9583333333","118 Go","126211458389.3333","15 Go","15860720981.3333","25 %","25.0000","103 Go","110350737408.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 01:00:00 - 02:00:00","45566.0000000000","118 Go","126192461141.3333","15 Go","15841628842.6667","25 %","25.0000","103 Go","110350832298.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 02:00:00 - 03:00:00","45566.0416666667","118 Go","126173582677.3333","15 Go","15819375957.3333","25 %","25.0000","103 Go","110354206720.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 03:00:00 - 04:00:00","45566.0833333333","117 Go","126150225920.0000","15 Go","15797094400.0000","25 %","25.0000","103 Go","110353131520.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 04:00:00 - 05:00:00","45566.1250000000","117 Go","126127939584.0000","15 Go","15775255210.6667","25 %","25.0000","103 Go","110352684373.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 05:00:00 - 06:00:00","45566.1666666667","117 Go","126145573546.6667","15 Go","15794634069.3333","25 %","25.0000","103 Go","110350939477.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 06:00:00 - 07:00:00","45566.2083333333","117 Go","126122829824.0000","15 Go","15773642069.3333","25 %","25.0000","103 Go","110349187754.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 07:00:00 - 08:00:00","45566.2500000000","118 Go","126380346026.6667","15 Go","16033019904.0000","25 %","25.0000","103 Go","110347326122.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 08:00:00 - 09:00:00","45566.2916666667","118 Go","126501233322.6667","15 Go","16155454122.6667","25 %","25.0000","103 Go","110345779200.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 09:00:00 - 10:00:00","45566.3333333333","118 Go","126500836010.6667","15 Go","16141211648.0000","25 %","25.0000","103 Go","110359624362.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 10:00:00 - 11:00:00","45566.3750000000","118 Go","126490571434.6667","15 Go","16121819818.6667","25 %","25.0000","103 Go","110368751616.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 11:00:00 - 12:00:00","45566.4166666667","118 Go","126465069738.6667","15 Go","16097443157.3333","25 %","25.0000","103 Go","110367626581.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 12:00:00 - 13:00:00","45566.4583333333","118 Go","126468358826.6667","15 Go","16103331840.0000","25 %","25.0000","103 Go","110365026986.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 13:00:00 - 14:00:00","45566.5000000000","118 Go","126459671210.6667","15 Go","16095408810.6667","25 %","25.0000","103 Go","110364262400.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 14:00:00 - 15:00:00","45566.5416666667","118 Go","126438073685.3333","15 Go","16074379264.0000","25 %","25.0000","103 Go","110363694421.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 15:00:00 - 16:00:00","45566.5833333333","118 Go","126419310592.0000","15 Go","16056611498.6667","25 %","25.0000","103 Go","110362699093.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 16:00:00 - 17:00:00","45566.6250000000","118 Go","126397264554.6667","15 Go","16035709610.6667","25 %","25.0000","103 Go","110361554944.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 17:00:00 - 18:00:00","45566.6666666667","118 Go","126366837418.6667","15 Go","16006889472.0000","25 %","25.0000","103 Go","110359947946.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 18:00:00 - 19:00:00","45566.7083333333","118 Go","126346275498.6667","15 Go","15982124373.3333","25 %","25.0000","103 Go","110364151125.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 19:00:00 - 20:00:00","45566.7500000000","118 Go","126344882176.0000","15 Go","15981283328.0000","25 %","25.0000","103 Go","110363598848.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 20:00:00 - 21:00:00","45566.7916666667","118 Go","126344036352.0000","15 Go","15981234176.0000","25 %","25.0000","103 Go","110362802176.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 21:00:00 - 22:00:00","45566.8333333333","118 Go","126321874261.3333","15 Go","15959625728.0000","25 %","25.0000","103 Go","110362248533.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 22:00:00 - 23:00:00","45566.8750000000","118 Go","126297166506.6667","15 Go","15935518720.0000","25 %","25.0000","103 Go","110361647786.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"01/10/2024 23:00:00 - 00:00:00","45566.9166666667","118 Go","126276990293.3333","15 Go","15916664149.3333","25 %","25.0000","103 Go","110360326144.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 00:00:00 - 01:00:00","45566.9583333333","118 Go","126256265898.6667","15 Go","15900332032.0000","25 %","25.0000","103 Go","110355933866.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 01:00:00 - 02:00:00","45567.0000000000","118 Go","126229986645.3333","15 Go","15874903381.3333","25 %","25.0000","103 Go","110355083264.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 02:00:00 - 03:00:00","45567.0416666667","118 Go","126224349184.0000","15 Go","15869848917.3333","25 %","25.0000","103 Go","110354500266.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 03:00:00 - 04:00:00","45567.0833333333","118 Go","126221413034.6667","15 Go","15867387221.3333","25 %","25.0000","103 Go","110354025813.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 04:00:00 - 05:00:00","45567.1250000000","118 Go","126199377920.0000","15 Go","15846315349.3333","25 %","25.0000","103 Go","110353062570.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 05:00:00 - 06:00:00","45567.1666666667","118 Go","126180014080.0000","15 Go","15824602453.3333","25 %","25.0000","103 Go","110355411626.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 06:00:00 - 07:00:00","45567.2083333333","117 Go","126158873941.3333","15 Go","15803716949.3333","25 %","25.0000","103 Go","110355156992.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 07:00:00 - 08:00:00","45567.2500000000","118 Go","126345478826.6667","15 Go","15992069461.3333","25 %","25.0000","103 Go","110353409365.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 08:00:00 - 09:00:00","45567.2916666667","118 Go","126428647424.0000","15 Go","16076384938.6667","25 %","25.0000","103 Go","110352262485.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 09:00:00 - 10:00:00","45567.3333333333","118 Go","126418527573.3333","15 Go","16067523925.3333","25 %","25.0000","103 Go","110351003648.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 10:00:00 - 11:00:00","45567.3750000000","118 Go","126431213568.0000","15 Go","16081157461.3333","25 %","25.0000","103 Go","110350056106.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 11:00:00 - 12:00:00","45567.4166666667","118 Go","126407401472.0000","15 Go","16058703189.3333","25 %","25.0000","103 Go","110348698282.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 12:00:00 - 13:00:00","45567.4583333333","118 Go","126385865386.6667","15 Go","16037829973.3333","25 %","25.0000","103 Go","110348035413.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 13:00:00 - 14:00:00","45567.5000000000","118 Go","126362617856.0000","15 Go","16016340992.0000","25 %","25.0000","103 Go","110346276864.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 14:00:00 - 15:00:00","45567.5416666667","118 Go","126344319658.6667","15 Go","15994660181.3333","25 %","25.0000","103 Go","110349659477.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 15:00:00 - 16:00:00","45567.5833333333","118 Go","126328948736.0000","15 Go","15976949077.3333","25 %","25.0000","103 Go","110351999658.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 16:00:00 - 17:00:00","45567.6250000000","118 Go","126323012949.3333","15 Go","15954340522.6667","25 %","25.0000","103 Go","110368672426.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 17:00:00 - 18:00:00","45567.6666666667","118 Go","126342426624.0000","15 Go","15974273024.0000","25 %","25.0000","103 Go","110368153600.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 18:00:00 - 19:00:00","45567.7083333333","118 Go","126319537493.3333","15 Go","15952809301.3333","25 %","25.0000","103 Go","110366728192.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 19:00:00 - 20:00:00","45567.7500000000","118 Go","126297726293.3333","15 Go","15931653461.3333","25 %","25.0000","103 Go","110366072832.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 20:00:00 - 21:00:00","45567.7916666667","118 Go","126276595712.0000","15 Go","15910653952.0000","25 %","25.0000","103 Go","110365941760.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 21:00:00 - 22:00:00","45567.8333333333","118 Go","126254080682.6667","15 Go","15888850944.0000","25 %","25.0000","103 Go","110365229738.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 22:00:00 - 23:00:00","45567.8750000000","118 Go","126232785578.6667","15 Go","15868307456.0000","25 %","25.0000","103 Go","110364478122.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"02/10/2024 23:00:00 - 00:00:00","45567.9166666667","118 Go","126210022058.6667","15 Go","15846975488.0000","25 %","25.0000","103 Go","110363046570.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 00:00:00 - 01:00:00","45567.9583333333","118 Go","126205874176.0000","15 Go","15845470208.0000","25 %","25.0000","103 Go","110360403968.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 01:00:00 - 02:00:00","45568.0000000000","118 Go","126220007424.0000","15 Go","15861540181.3333","25 %","25.0000","103 Go","110358467242.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 02:00:00 - 03:00:00","45568.0416666667","118 Go","126287521109.3333","15 Go","15926586026.6667","25 %","25.0000","103 Go","110360935082.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 03:00:00 - 04:00:00","45568.0833333333","118 Go","126265862826.6667","15 Go","15903443626.6667","25 %","25.0000","103 Go","110362419200.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 04:00:00 - 05:00:00","45568.1250000000","118 Go","126313299285.3333","15 Go","15951611221.3333","25 %","25.0000","103 Go","110361688064.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 05:00:00 - 06:00:00","45568.1666666667","118 Go","126428484266.6667","15 Go","16068937728.0000","25 %","25.0000","103 Go","110359546538.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 06:00:00 - 07:00:00","45568.2083333333","118 Go","126405465429.3333","15 Go","16047295146.6667","25 %","25.0000","103 Go","110358170282.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 07:00:00 - 08:00:00","45568.2500000000","118 Go","126487416149.3333","15 Go","16130634410.6667","25 %","25.0000","103 Go","110356781738.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 08:00:00 - 09:00:00","45568.2916666667","118 Go","126506451626.6667","15 Go","16151679658.6667","25 %","25.0000","103 Go","110354771968.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 09:00:00 - 10:00:00","45568.3333333333","118 Go","126484165973.3333","15 Go","16129772202.6667","25 %","25.0000","103 Go","110354393770.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 10:00:00 - 11:00:00","45568.3750000000","118 Go","126462647637.3333","15 Go","16104892416.0000","25 %","25.0000","103 Go","110357755221.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 11:00:00 - 12:00:00","45568.4166666667","118 Go","126438328320.0000","15 Go","16081933653.3333","25 %","25.0000","103 Go","110356394666.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 12:00:00 - 13:00:00","45568.4583333333","118 Go","126415973034.6667","15 Go","16060861098.6667","25 %","25.0000","103 Go","110355111936.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 13:00:00 - 14:00:00","45568.5000000000","118 Go","126394023936.0000","15 Go","16040244565.3333","25 %","25.0000","103 Go","110353779370.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 14:00:00 - 15:00:00","45568.5416666667","118 Go","126395493034.6667","15 Go","16043002538.6667","25 %","25.0000","103 Go","110352490496.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 15:00:00 - 16:00:00","45568.5833333333","118 Go","126394265600.0000","15 Go","16043249664.0000","25 %","25.0000","103 Go","110351015936.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 16:00:00 - 17:00:00","45568.6250000000","118 Go","126370858325.3333","15 Go","16020739413.3333","25 %","25.0000","103 Go","110350118912.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 17:00:00 - 18:00:00","45568.6666666667","118 Go","126343671808.0000","15 Go","15994490880.0000","25 %","25.0000","103 Go","110349180928.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 18:00:00 - 19:00:00","45568.7083333333","118 Go","126320336213.3333","15 Go","15972313088.0000","25 %","25.0000","103 Go","110348023125.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 19:00:00 - 20:00:00","45568.7500000000","118 Go","126298531840.0000","15 Go","15950617941.3333","25 %","25.0000","103 Go","110347913898.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 20:00:00 - 21:00:00","45568.7916666667","118 Go","126281009152.0000","15 Go","15929348778.6667","25 %","25.0000","103 Go","110351660373.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 21:00:00 - 22:00:00","45568.8333333333","118 Go","126272690858.6667","15 Go","15921853781.3333","25 %","25.0000","103 Go","110350837077.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 22:00:00 - 23:00:00","45568.8750000000","118 Go","126277208064.0000","15 Go","15927017472.0000","25 %","25.0000","103 Go","110350190592.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"03/10/2024 23:00:00 - 00:00:00","45568.9166666667","118 Go","126252173312.0000","15 Go","15900200960.0000","25 %","25.0000","103 Go","110351972352.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 00:00:00 - 01:00:00","45568.9583333333","118 Go","126244488533.3333","15 Go","15878240256.0000","25 %","25.0000","103 Go","110366248277.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 01:00:00 - 02:00:00","45569.0000000000","118 Go","126225247573.3333","15 Go","15859851264.0000","25 %","25.0000","103 Go","110365396309.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 02:00:00 - 03:00:00","45569.0416666667","118 Go","126211661141.3333","15 Go","15846952277.3333","25 %","25.0000","103 Go","110364708864.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 03:00:00 - 04:00:00","45569.0833333333","118 Go","126190163285.3333","15 Go","15826219008.0000","25 %","25.0000","103 Go","110363944277.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 04:00:00 - 05:00:00","45569.1250000000","118 Go","126188283904.0000","15 Go","15824936277.3333","25 %","25.0000","103 Go","110363347626.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 05:00:00 - 06:00:00","45569.1666666667","118 Go","126185657685.3333","15 Go","15823598250.6667","25 %","25.0000","103 Go","110362059434.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 06:00:00 - 07:00:00","45569.2083333333","118 Go","126164705280.0000","15 Go","15802120192.0000","25 %","25.0000","103 Go","110362585088.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 07:00:00 - 08:00:00","45569.2500000000","118 Go","126355323562.6667","15 Go","15991653717.3333","25 %","25.0000","103 Go","110363669845.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 08:00:00 - 09:00:00","45569.2916666667","118 Go","126434855594.6667","15 Go","16075816960.0000","25 %","25.0000","103 Go","110359038634.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 09:00:00 - 10:00:00","45569.3333333333","118 Go","126412653909.3333","15 Go","16054445397.3333","25 %","25.0000","103 Go","110358208512.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 10:00:00 - 11:00:00","45569.3750000000","118 Go","126392323413.3333","15 Go","16034923861.3333","25 %","25.0000","103 Go","110357399552.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 11:00:00 - 12:00:00","45569.4166666667","118 Go","126382574250.6667","15 Go","16025721514.6667","25 %","25.0000","103 Go","110356852736.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 12:00:00 - 13:00:00","45569.4583333333","118 Go","126395524437.3333","15 Go","16039294976.0000","25 %","25.0000","103 Go","110356229461.3333","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 13:00:00 - 14:00:00","45569.5000000000","118 Go","126373468842.6667","15 Go","16018124800.0000","25 %","25.0000","103 Go","110355344042.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 14:00:00 - 15:00:00","45569.5416666667","118 Go","126347629909.3333","15 Go","15992894805.3333","25 %","25.0000","103 Go","110354735104.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 15:00:00 - 16:00:00","45569.5833333333","118 Go","126324707328.0000","15 Go","15966412800.0000","25 %","25.0000","103 Go","110358294528.0000","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 16:00:00 - 17:00:00","45569.6250000000","118 Go","126300552533.3333","15 Go","15943359146.6667","25 %","25.0000","103 Go","110357193386.6667","10 %","10.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 17:00:00 - 18:00:00","45569.6666666667","128 Go","137127337984.0000","15 Go","16059237717.3333","25 %","25.3333","113 Go","121068100266.6667","11 %","11.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 18:00:00 - 19:00:00","45569.7083333333","148 Go","158796621141.3333","15 Go","16339995306.6667","26 %","26.0000","133 Go","142456625834.6667","13 %","13.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 19:00:00 - 20:00:00","45569.7500000000","148 Go","158795369813.3333","15 Go","16339093504.0000","26 %","26.0000","133 Go","142456276309.3333","13 %","13.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 20:00:00 - 21:00:00","45569.7916666667","148 Go","158775046826.6667","15 Go","16319219712.0000","26 %","26.0000","133 Go","142455827114.6667","13 %","13.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 21:00:00 - 22:00:00","45569.8333333333","148 Go","158753619968.0000","15 Go","16298512384.0000","26 %","26.0000","133 Go","142455107584.0000","13 %","13.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 22:00:00 - 23:00:00","45569.8750000000","148 Go","158732727637.3333","15 Go","16277838506.6667","26 %","25.5000","133 Go","142454889130.6667","13 %","13.0000","0 %","0.0000","100 %","0000010000"
"04/10/2024 23:00:00 - 00:00:00","45569.9166666667","146 Go","157218395477.3333","15 Go","16251905365.3333","25 %","25.0000","131 Go","140966490112.0000","13 %","12.8333","0 %","0.0000","100 %","0000010000"
"05/10/2024 00:00:00 - 01:00:00","45569.9583333333","133 Go","143083243520.0000","15 Go","16233644714.6667","25 %","25.0000","118 Go","126849598805.3333","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 01:00:00 - 02:00:00","45570.0000000000","133 Go","143047589205.3333","15 Go","16233107456.0000","25 %","25.0000","118 Go","126814481749.3333","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 02:00:00 - 03:00:00","45570.0416666667","133 Go","143003269802.6667","15 Go","16234531498.6667","25 %","25.0000","118 Go","126768738304.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 03:00:00 - 04:00:00","45570.0833333333","133 Go","142958095018.6667","15 Go","16212296362.6667","25 %","25.0000","118 Go","126745798656.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 04:00:00 - 05:00:00","45570.1250000000","133 Go","142934870016.0000","15 Go","16190093312.0000","25 %","25.0000","118 Go","126744776704.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 05:00:00 - 06:00:00","45570.1666666667","133 Go","142915190784.0000","15 Go","16169134762.6667","25 %","25.0000","118 Go","126746056021.3333","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 06:00:00 - 07:00:00","45570.2083333333","133 Go","142894660949.3333","15 Go","16147971413.3333","25 %","25.0000","118 Go","126746689536.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 07:00:00 - 08:00:00","45570.2500000000","133 Go","143083446272.0000","15 Go","16337470122.6667","26 %","25.6667","118 Go","126745976149.3333","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 08:00:00 - 09:00:00","45570.2916666667","133 Go","143180380842.6667","15 Go","16435776853.3333","26 %","26.0000","118 Go","126744603989.3333","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 09:00:00 - 10:00:00","45570.3333333333","133 Go","143185264640.0000","15 Go","16442387114.6667","26 %","26.0000","118 Go","126742877525.3333","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 10:00:00 - 11:00:00","45570.3750000000","133 Go","143165268650.6667","15 Go","16423068330.6667","26 %","26.0000","118 Go","126742200320.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 11:00:00 - 12:00:00","45570.4166666667","133 Go","143147751424.0000","15 Go","16405998933.3333","26 %","26.0000","118 Go","126741752490.6667","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 12:00:00 - 13:00:00","45570.4583333333","133 Go","143127109632.0000","15 Go","16386187264.0000","26 %","26.0000","118 Go","126740922368.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 13:00:00 - 14:00:00","45570.5000000000","133 Go","143104673109.3333","15 Go","16365025962.6667","26 %","26.0000","118 Go","126739647146.6667","12 %","12.0000","0 %","0.0000","100 %","0000010000"
"05/10/2024 14:00:00 - 15:00:00","45570.5416666667","133 Go","143082496000.0000","15 Go","16343754752.0000","26 %","26.0000","118 Go","126738741248.0000","12 %","12.0000","0 %","0.0000","100 %","0000010000"
