"Date et heure","Date et heure(RAW)","Somme","Somme(RAW)","Octets libres C:","Octets libres C:(RAW)","Espace disponible C:","Espace disponible C:(RAW)","Octets libres D:","Octets libres D:(RAW)","Espace disponible D:","Espace disponible D:(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"07/05/2024 05:00:00 - 06:00:00","45419.1666666667","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 06:00:00 - 07:00:00","45419.2083333333","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 07:00:00 - 08:00:00","45419.2500000000","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 08:00:00 - 09:00:00","45419.2916666667","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 09:00:00 - 10:00:00","45419.3333333333","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 10:00:00 - 11:00:00","45419.3750000000","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 11:00:00 - 12:00:00","45419.4166666667","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 12:00:00 - 13:00:00","45419.4583333333","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 13:00:00 - 14:00:00","45419.5000000000","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 14:00:00 - 15:00:00","45419.5416666667","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 15:00:00 - 16:00:00","45419.5833333333","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 16:00:00 - 17:00:00","45419.6250000000","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 17:00:00 - 18:00:00","45419.6666666667","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 18:00:00 - 19:00:00","45419.7083333333","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 19:00:00 - 20:00:00","45419.7500000000","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 20:00:00 - 21:00:00","45419.7916666667","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 21:00:00 - 22:00:00","45419.8333333333","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 22:00:00 - 23:00:00","45419.8750000000","","","","","","","","","","","","","0 %","0000000000"
"07/05/2024 23:00:00 - 00:00:00","45419.9166666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 00:00:00 - 01:00:00","45419.9583333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 01:00:00 - 02:00:00","45420.0000000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 02:00:00 - 03:00:00","45420.0416666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 03:00:00 - 04:00:00","45420.0833333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 04:00:00 - 05:00:00","45420.1250000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 05:00:00 - 06:00:00","45420.1666666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 06:00:00 - 07:00:00","45420.2083333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 07:00:00 - 08:00:00","45420.2500000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 08:00:00 - 09:00:00","45420.2916666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 09:00:00 - 10:00:00","45420.3333333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 10:00:00 - 11:00:00","45420.3750000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 11:00:00 - 12:00:00","45420.4166666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 12:00:00 - 13:00:00","45420.4583333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 13:00:00 - 14:00:00","45420.5000000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 14:00:00 - 15:00:00","45420.5416666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 15:00:00 - 16:00:00","45420.5833333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 16:00:00 - 17:00:00","45420.6250000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 17:00:00 - 18:00:00","45420.6666666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 18:00:00 - 19:00:00","45420.7083333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 19:00:00 - 20:00:00","45420.7500000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 20:00:00 - 21:00:00","45420.7916666667","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 21:00:00 - 22:00:00","45420.8333333333","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 22:00:00 - 23:00:00","45420.8750000000","","","","","","","","","","","","","0 %","0000000000"
"08/05/2024 23:00:00 - 00:00:00","45420.9166666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 00:00:00 - 01:00:00","45420.9583333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 01:00:00 - 02:00:00","45421.0000000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 02:00:00 - 03:00:00","45421.0416666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 03:00:00 - 04:00:00","45421.0833333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 04:00:00 - 05:00:00","45421.1250000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 05:00:00 - 06:00:00","45421.1666666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 06:00:00 - 07:00:00","45421.2083333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 07:00:00 - 08:00:00","45421.2500000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 08:00:00 - 09:00:00","45421.2916666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 09:00:00 - 10:00:00","45421.3333333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 10:00:00 - 11:00:00","45421.3750000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 11:00:00 - 12:00:00","45421.4166666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 12:00:00 - 13:00:00","45421.4583333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 13:00:00 - 14:00:00","45421.5000000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 14:00:00 - 15:00:00","45421.5416666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 15:00:00 - 16:00:00","45421.5833333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 16:00:00 - 17:00:00","45421.6250000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 17:00:00 - 18:00:00","45421.6666666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 18:00:00 - 19:00:00","45421.7083333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 19:00:00 - 20:00:00","45421.7500000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 20:00:00 - 21:00:00","45421.7916666667","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 21:00:00 - 22:00:00","45421.8333333333","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 22:00:00 - 23:00:00","45421.8750000000","","","","","","","","","","","","","0 %","0000000000"
"09/05/2024 23:00:00 - 00:00:00","45421.9166666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 00:00:00 - 01:00:00","45421.9583333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 01:00:00 - 02:00:00","45422.0000000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 02:00:00 - 03:00:00","45422.0416666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 03:00:00 - 04:00:00","45422.0833333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 04:00:00 - 05:00:00","45422.1250000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 05:00:00 - 06:00:00","45422.1666666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 06:00:00 - 07:00:00","45422.2083333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 07:00:00 - 08:00:00","45422.2500000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 08:00:00 - 09:00:00","45422.2916666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 09:00:00 - 10:00:00","45422.3333333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 10:00:00 - 11:00:00","45422.3750000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 11:00:00 - 12:00:00","45422.4166666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 12:00:00 - 13:00:00","45422.4583333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 13:00:00 - 14:00:00","45422.5000000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 14:00:00 - 15:00:00","45422.5416666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 15:00:00 - 16:00:00","45422.5833333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 16:00:00 - 17:00:00","45422.6250000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 17:00:00 - 18:00:00","45422.6666666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 18:00:00 - 19:00:00","45422.7083333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 19:00:00 - 20:00:00","45422.7500000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 20:00:00 - 21:00:00","45422.7916666667","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 21:00:00 - 22:00:00","45422.8333333333","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 22:00:00 - 23:00:00","45422.8750000000","","","","","","","","","","","","","0 %","0000000000"
"10/05/2024 23:00:00 - 00:00:00","45422.9166666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 00:00:00 - 01:00:00","45422.9583333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 01:00:00 - 02:00:00","45423.0000000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 02:00:00 - 03:00:00","45423.0416666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 03:00:00 - 04:00:00","45423.0833333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 04:00:00 - 05:00:00","45423.1250000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 05:00:00 - 06:00:00","45423.1666666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 06:00:00 - 07:00:00","45423.2083333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 07:00:00 - 08:00:00","45423.2500000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 08:00:00 - 09:00:00","45423.2916666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 09:00:00 - 10:00:00","45423.3333333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 10:00:00 - 11:00:00","45423.3750000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 11:00:00 - 12:00:00","45423.4166666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 12:00:00 - 13:00:00","45423.4583333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 13:00:00 - 14:00:00","45423.5000000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 14:00:00 - 15:00:00","45423.5416666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 15:00:00 - 16:00:00","45423.5833333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 16:00:00 - 17:00:00","45423.6250000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 17:00:00 - 18:00:00","45423.6666666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 18:00:00 - 19:00:00","45423.7083333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 19:00:00 - 20:00:00","45423.7500000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 20:00:00 - 21:00:00","45423.7916666667","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 21:00:00 - 22:00:00","45423.8333333333","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 22:00:00 - 23:00:00","45423.8750000000","","","","","","","","","","","","","0 %","0000000000"
"11/05/2024 23:00:00 - 00:00:00","45423.9166666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 00:00:00 - 01:00:00","45423.9583333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 01:00:00 - 02:00:00","45424.0000000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 02:00:00 - 03:00:00","45424.0416666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 03:00:00 - 04:00:00","45424.0833333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 04:00:00 - 05:00:00","45424.1250000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 05:00:00 - 06:00:00","45424.1666666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 06:00:00 - 07:00:00","45424.2083333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 07:00:00 - 08:00:00","45424.2500000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 08:00:00 - 09:00:00","45424.2916666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 09:00:00 - 10:00:00","45424.3333333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 10:00:00 - 11:00:00","45424.3750000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 11:00:00 - 12:00:00","45424.4166666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 12:00:00 - 13:00:00","45424.4583333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 13:00:00 - 14:00:00","45424.5000000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 14:00:00 - 15:00:00","45424.5416666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 15:00:00 - 16:00:00","45424.5833333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 16:00:00 - 17:00:00","45424.6250000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 17:00:00 - 18:00:00","45424.6666666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 18:00:00 - 19:00:00","45424.7083333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 19:00:00 - 20:00:00","45424.7500000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 20:00:00 - 21:00:00","45424.7916666667","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 21:00:00 - 22:00:00","45424.8333333333","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 22:00:00 - 23:00:00","45424.8750000000","","","","","","","","","","","","","0 %","0000000000"
"12/05/2024 23:00:00 - 00:00:00","45424.9166666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 00:00:00 - 01:00:00","45424.9583333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 01:00:00 - 02:00:00","45425.0000000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 02:00:00 - 03:00:00","45425.0416666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 03:00:00 - 04:00:00","45425.0833333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 04:00:00 - 05:00:00","45425.1250000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 05:00:00 - 06:00:00","45425.1666666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 06:00:00 - 07:00:00","45425.2083333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 07:00:00 - 08:00:00","45425.2500000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 08:00:00 - 09:00:00","45425.2916666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 09:00:00 - 10:00:00","45425.3333333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 10:00:00 - 11:00:00","45425.3750000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 11:00:00 - 12:00:00","45425.4166666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 12:00:00 - 13:00:00","45425.4583333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 13:00:00 - 14:00:00","45425.5000000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 14:00:00 - 15:00:00","45425.5416666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 15:00:00 - 16:00:00","45425.5833333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 16:00:00 - 17:00:00","45425.6250000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 17:00:00 - 18:00:00","45425.6666666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 18:00:00 - 19:00:00","45425.7083333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 19:00:00 - 20:00:00","45425.7500000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 20:00:00 - 21:00:00","45425.7916666667","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 21:00:00 - 22:00:00","45425.8333333333","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 22:00:00 - 23:00:00","45425.8750000000","","","","","","","","","","","","","0 %","0000000000"
"13/05/2024 23:00:00 - 00:00:00","45425.9166666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 00:00:00 - 01:00:00","45425.9583333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 01:00:00 - 02:00:00","45426.0000000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 02:00:00 - 03:00:00","45426.0416666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 03:00:00 - 04:00:00","45426.0833333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 04:00:00 - 05:00:00","45426.1250000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 05:00:00 - 06:00:00","45426.1666666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 06:00:00 - 07:00:00","45426.2083333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 07:00:00 - 08:00:00","45426.2500000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 08:00:00 - 09:00:00","45426.2916666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 09:00:00 - 10:00:00","45426.3333333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 10:00:00 - 11:00:00","45426.3750000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 11:00:00 - 12:00:00","45426.4166666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 12:00:00 - 13:00:00","45426.4583333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 13:00:00 - 14:00:00","45426.5000000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 14:00:00 - 15:00:00","45426.5416666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 15:00:00 - 16:00:00","45426.5833333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 16:00:00 - 17:00:00","45426.6250000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 17:00:00 - 18:00:00","45426.6666666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 18:00:00 - 19:00:00","45426.7083333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 19:00:00 - 20:00:00","45426.7500000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 20:00:00 - 21:00:00","45426.7916666667","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 21:00:00 - 22:00:00","45426.8333333333","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 22:00:00 - 23:00:00","45426.8750000000","","","","","","","","","","","","","0 %","0000000000"
"14/05/2024 23:00:00 - 00:00:00","45426.9166666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 00:00:00 - 01:00:00","45426.9583333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 01:00:00 - 02:00:00","45427.0000000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 02:00:00 - 03:00:00","45427.0416666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 03:00:00 - 04:00:00","45427.0833333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 04:00:00 - 05:00:00","45427.1250000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 05:00:00 - 06:00:00","45427.1666666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 06:00:00 - 07:00:00","45427.2083333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 07:00:00 - 08:00:00","45427.2500000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 08:00:00 - 09:00:00","45427.2916666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 09:00:00 - 10:00:00","45427.3333333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 10:00:00 - 11:00:00","45427.3750000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 11:00:00 - 12:00:00","45427.4166666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 12:00:00 - 13:00:00","45427.4583333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 13:00:00 - 14:00:00","45427.5000000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 14:00:00 - 15:00:00","45427.5416666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 15:00:00 - 16:00:00","45427.5833333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 16:00:00 - 17:00:00","45427.6250000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 17:00:00 - 18:00:00","45427.6666666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 18:00:00 - 19:00:00","45427.7083333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 19:00:00 - 20:00:00","45427.7500000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 20:00:00 - 21:00:00","45427.7916666667","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 21:00:00 - 22:00:00","45427.8333333333","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 22:00:00 - 23:00:00","45427.8750000000","","","","","","","","","","","","","0 %","0000000000"
"15/05/2024 23:00:00 - 00:00:00","45427.9166666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 00:00:00 - 01:00:00","45427.9583333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 01:00:00 - 02:00:00","45428.0000000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 02:00:00 - 03:00:00","45428.0416666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 03:00:00 - 04:00:00","45428.0833333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 04:00:00 - 05:00:00","45428.1250000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 05:00:00 - 06:00:00","45428.1666666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 06:00:00 - 07:00:00","45428.2083333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 07:00:00 - 08:00:00","45428.2500000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 08:00:00 - 09:00:00","45428.2916666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 09:00:00 - 10:00:00","45428.3333333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 10:00:00 - 11:00:00","45428.3750000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 11:00:00 - 12:00:00","45428.4166666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 12:00:00 - 13:00:00","45428.4583333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 13:00:00 - 14:00:00","45428.5000000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 14:00:00 - 15:00:00","45428.5416666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 15:00:00 - 16:00:00","45428.5833333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 16:00:00 - 17:00:00","45428.6250000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 17:00:00 - 18:00:00","45428.6666666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 18:00:00 - 19:00:00","45428.7083333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 19:00:00 - 20:00:00","45428.7500000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 20:00:00 - 21:00:00","45428.7916666667","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 21:00:00 - 22:00:00","45428.8333333333","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 22:00:00 - 23:00:00","45428.8750000000","","","","","","","","","","","","","0 %","0000000000"
"16/05/2024 23:00:00 - 00:00:00","45428.9166666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 00:00:00 - 01:00:00","45428.9583333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 01:00:00 - 02:00:00","45429.0000000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 02:00:00 - 03:00:00","45429.0416666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 03:00:00 - 04:00:00","45429.0833333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 04:00:00 - 05:00:00","45429.1250000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 05:00:00 - 06:00:00","45429.1666666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 06:00:00 - 07:00:00","45429.2083333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 07:00:00 - 08:00:00","45429.2500000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 08:00:00 - 09:00:00","45429.2916666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 09:00:00 - 10:00:00","45429.3333333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 10:00:00 - 11:00:00","45429.3750000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 11:00:00 - 12:00:00","45429.4166666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 12:00:00 - 13:00:00","45429.4583333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 13:00:00 - 14:00:00","45429.5000000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 14:00:00 - 15:00:00","45429.5416666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 15:00:00 - 16:00:00","45429.5833333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 16:00:00 - 17:00:00","45429.6250000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 17:00:00 - 18:00:00","45429.6666666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 18:00:00 - 19:00:00","45429.7083333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 19:00:00 - 20:00:00","45429.7500000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 20:00:00 - 21:00:00","45429.7916666667","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 21:00:00 - 22:00:00","45429.8333333333","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 22:00:00 - 23:00:00","45429.8750000000","","","","","","","","","","","","","0 %","0000000000"
"17/05/2024 23:00:00 - 00:00:00","45429.9166666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 00:00:00 - 01:00:00","45429.9583333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 01:00:00 - 02:00:00","45430.0000000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 02:00:00 - 03:00:00","45430.0416666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 03:00:00 - 04:00:00","45430.0833333333","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 04:00:00 - 05:00:00","45430.1250000000","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 05:00:00 - 06:00:00","45430.1666666667","","","","","","","","","","","","","0 %","0000000000"
"18/05/2024 06:00:00 - 07:00:00","45430.2083333333","","","","","","","","","","","","","0 %","0000000000"
