"Date et heure","Date et heure(RAW)","Mémoire de connexion","Mémoire de connexion(RAW)","Mémoire de l'optimiseur","Mémoire de l'optimiseur(RAW)","Mémoire totale du serveur","Mémoire totale du serveur(RAW)","Mémoire du serveur cible","Mémoire du serveur cible(RAW)","Mémoire du cache SQL","Mémoire du cache SQL(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"17/08/2024 15:00:00 - 16:00:00","45521.5833333333","1 189 Ko","1188.6667","1 640 Ko","1640.0000","55 295 727 Ko","55295726.6667","55 296 000 Ko","55296000.0000","27 407 Ko","27407.3333","0 %","0.0000","100 %","0000010000"
"17/08/2024 16:00:00 - 17:00:00","45521.6250000000","1 197 Ko","1196.6667","1 640 Ko","1640.0000","55 290 221 Ko","55290220.6667","55 296 000 Ko","55296000.0000","28 261 Ko","28260.6667","0 %","0.0000","100 %","0000010000"
"17/08/2024 17:00:00 - 18:00:00","45521.6666666667","1 189 Ko","1188.6667","1 640 Ko","1640.0000","55 292 444 Ko","55292444.0000","55 296 000 Ko","55296000.0000","28 887 Ko","28887.3333","0 %","0.0000","100 %","0000010000"
"17/08/2024 18:00:00 - 19:00:00","45521.7083333333","1 185 Ko","1185.3333","1 640 Ko","1640.0000","55 295 777 Ko","55295777.3333","55 296 000 Ko","55296000.0000","29 611 Ko","29610.6667","0 %","0.0000","100 %","0000010000"
"17/08/2024 19:00:00 - 20:00:00","45521.7500000000","1 186 Ko","1186.0000","1 640 Ko","1640.0000","55 290 977 Ko","55290976.6667","55 296 000 Ko","55296000.0000","30 416 Ko","30416.0000","0 %","0.0000","100 %","0000010000"
"17/08/2024 20:00:00 - 21:00:00","45521.7916666667","1 181 Ko","1181.3333","1 640 Ko","1640.0000","55 291 200 Ko","55291200.0000","55 296 000 Ko","55296000.0000","30 459 Ko","30458.6667","0 %","0.0000","100 %","0000010000"
"17/08/2024 21:00:00 - 22:00:00","45521.8333333333","1 188 Ko","1188.0000","1 640 Ko","1640.0000","55 295 817 Ko","55295817.3333","55 296 000 Ko","55296000.0000","30 488 Ko","30488.0000","0 %","0.0000","100 %","0000010000"
"17/08/2024 22:00:00 - 23:00:00","45521.8750000000","1 176 Ko","1176.0000","1 640 Ko","1640.0000","55 294 611 Ko","55294610.6667","55 296 000 Ko","55296000.0000","30 489 Ko","30488.6667","0 %","0.0000","100 %","0000010000"
"17/08/2024 23:00:00 - 00:00:00","45521.9166666667","1 273 Ko","1272.6667","1 640 Ko","1640.0000","55 296 022 Ko","55296022.0000","55 296 000 Ko","55296000.0000","30 569 Ko","30569.3333","0 %","0.0000","100 %","0000010000"
"18/08/2024 00:00:00 - 01:00:00","45521.9583333333","1 374 Ko","1374.0000","1 640 Ko","1640.0000","55 295 887 Ko","55295886.6667","55 296 000 Ko","55296000.0000","30 621 Ko","30621.3333","0 %","0.0000","100 %","0000010000"
"18/08/2024 01:00:00 - 02:00:00","45522.0000000000","1 339 Ko","1339.3333","1 640 Ko","1640.0000","55 295 405 Ko","55295405.3333","55 296 000 Ko","55296000.0000","30 886 Ko","30886.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 02:00:00 - 03:00:00","45522.0416666667","1 230 Ko","1230.0000","1 640 Ko","1640.0000","55 296 190 Ko","55296190.0000","55 296 000 Ko","55296000.0000","31 008 Ko","31008.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 03:00:00 - 04:00:00","45522.0833333333","1 174 Ko","1174.0000","1 640 Ko","1640.0000","55 295 959 Ko","55295958.6667","55 296 000 Ko","55296000.0000","31 008 Ko","31008.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 04:00:00 - 05:00:00","45522.1250000000","1 185 Ko","1185.3333","1 640 Ko","1640.0000","55 291 195 Ko","55291195.3333","55 296 000 Ko","55296000.0000","31 008 Ko","31008.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 05:00:00 - 06:00:00","45522.1666666667","1 183 Ko","1182.6667","1 640 Ko","1640.0000","55 289 775 Ko","55289774.6667","55 296 000 Ko","55296000.0000","31 008 Ko","31008.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 06:00:00 - 07:00:00","45522.2083333333","1 183 Ko","1183.3333","1 640 Ko","1640.0000","55 291 071 Ko","55291070.6667","55 296 000 Ko","55296000.0000","31 018 Ko","31018.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 07:00:00 - 08:00:00","45522.2500000000","1 182 Ko","1182.0000","1 640 Ko","1640.0000","55 288 844 Ko","55288844.0000","55 296 000 Ko","55296000.0000","31 054 Ko","31054.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 08:00:00 - 09:00:00","45522.2916666667","1 181 Ko","1181.3333","1 640 Ko","1640.0000","55 288 673 Ko","55288673.3333","55 296 000 Ko","55296000.0000","31 056 Ko","31056.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 09:00:00 - 10:00:00","45522.3333333333","1 185 Ko","1185.3333","1 640 Ko","1640.0000","55 290 531 Ko","55290530.6667","55 296 000 Ko","55296000.0000","31 063 Ko","31062.6667","0 %","0.0000","100 %","0000010000"
"18/08/2024 10:00:00 - 11:00:00","45522.3750000000","1 176 Ko","1176.0000","1 640 Ko","1640.0000","55 292 600 Ko","55292600.0000","55 296 000 Ko","55296000.0000","31 107 Ko","31106.6667","0 %","0.0000","100 %","0000010000"
"18/08/2024 11:00:00 - 12:00:00","45522.4166666667","1 160 Ko","1160.0000","1 640 Ko","1640.0000","55 292 285 Ko","55292285.3333","55 296 000 Ko","55296000.0000","31 192 Ko","31192.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 12:00:00 - 13:00:00","45522.4583333333","1 239 Ko","1239.3333","1 719 Ko","1718.6667","55 292 839 Ko","55292839.3333","55 296 000 Ko","55296000.0000","31 243 Ko","31242.6667","0 %","0.0000","100 %","0000010000"
"18/08/2024 13:00:00 - 14:00:00","45522.5000000000","1 214 Ko","1214.0000","1 640 Ko","1640.0000","55 297 104 Ko","55297104.0000","55 296 000 Ko","55296000.0000","31 248 Ko","31248.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 14:00:00 - 15:00:00","45522.5416666667","1 197 Ko","1196.6667","1 640 Ko","1640.0000","55 289 490 Ko","55289490.0000","55 296 000 Ko","55296000.0000","31 248 Ko","31248.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 15:00:00 - 16:00:00","45522.5833333333","1 186 Ko","1186.0000","1 640 Ko","1640.0000","55 289 095 Ko","55289094.6667","55 296 000 Ko","55296000.0000","31 248 Ko","31248.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 16:00:00 - 17:00:00","45522.6250000000","1 197 Ko","1196.6667","1 640 Ko","1640.0000","55 289 395 Ko","55289394.6667","55 296 000 Ko","55296000.0000","31 248 Ko","31248.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 17:00:00 - 18:00:00","45522.6666666667","1 235 Ko","1235.3333","1 640 Ko","1640.0000","55 289 244 Ko","55289244.0000","55 296 000 Ko","55296000.0000","31 285 Ko","31284.6667","0 %","0.0000","100 %","0000010000"
"18/08/2024 18:00:00 - 19:00:00","45522.7083333333","1 212 Ko","1212.0000","1 640 Ko","1640.0000","55 292 680 Ko","55292680.0000","55 296 000 Ko","55296000.0000","31 424 Ko","31424.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 19:00:00 - 20:00:00","45522.7500000000","1 197 Ko","1197.3333","1 640 Ko","1640.0000","55 292 880 Ko","55292880.0000","55 296 000 Ko","55296000.0000","31 424 Ko","31424.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 20:00:00 - 21:00:00","45522.7916666667","1 189 Ko","1189.3333","1 640 Ko","1640.0000","55 290 309 Ko","55290309.3333","55 296 000 Ko","55296000.0000","31 424 Ko","31424.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 21:00:00 - 22:00:00","45522.8333333333","1 183 Ko","1183.3333","1 640 Ko","1640.0000","55 289 124 Ko","55289124.0000","55 296 000 Ko","55296000.0000","31 424 Ko","31424.0000","0 %","0.0000","100 %","0000010000"
"18/08/2024 22:00:00 - 23:00:00","45522.8750000000","1 185 Ko","1185.3333","1 640 Ko","1640.0000","55 290 923 Ko","55290922.6667","55 296 000 Ko","55296000.0000","31 439 Ko","31439.3333","0 %","0.0000","100 %","0000010000"
"18/08/2024 23:00:00 - 00:00:00","45522.9166666667","1 207 Ko","1206.6667","1 633 Ko","1633.3333","55 293 195 Ko","55293194.6667","55 296 000 Ko","55296000.0000","31 457 Ko","31457.3333","0 %","0.0000","100 %","0000010000"
"19/08/2024 00:00:00 - 01:00:00","45522.9583333333","1 293 Ko","1293.3333","1 624 Ko","1624.0000","55 295 409 Ko","55295409.3333","55 296 000 Ko","55296000.0000","31 568 Ko","31568.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 01:00:00 - 02:00:00","45523.0000000000","1 264 Ko","1264.0000","1 617 Ko","1617.3333","55 295 881 Ko","55295880.6667","55 296 000 Ko","55296000.0000","32 342 Ko","32342.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 02:00:00 - 03:00:00","45523.0416666667","1 194 Ko","1194.0000","1 613 Ko","1612.6667","55 295 499 Ko","55295499.3333","55 296 000 Ko","55296000.0000","32 696 Ko","32696.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 03:00:00 - 04:00:00","45523.0833333333","1 121 Ko","1121.3333","1 608 Ko","1608.0000","55 295 593 Ko","55295592.6667","55 296 000 Ko","55296000.0000","32 696 Ko","32696.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 04:00:00 - 05:00:00","45523.1250000000","1 113 Ko","1112.6667","1 607 Ko","1606.6667","55 295 757 Ko","55295757.3333","55 296 000 Ko","55296000.0000","32 707 Ko","32706.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 05:00:00 - 06:00:00","45523.1666666667","1 242 Ko","1242.0000","1 955 Ko","1955.3333","55 295 915 Ko","55295915.3333","55 296 000 Ko","55296000.0000","34 550 Ko","34550.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 06:00:00 - 07:00:00","45523.2083333333","1 225 Ko","1224.6667","4 503 Ko","4502.6667","55 295 945 Ko","55295944.6667","55 296 000 Ko","55296000.0000","39 343 Ko","39342.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 07:00:00 - 08:00:00","45523.2500000000","1 230 Ko","1230.0000","1 578 Ko","1578.0000","55 295 937 Ko","55295936.6667","55 296 000 Ko","55296000.0000","44 454 Ko","44454.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 08:00:00 - 09:00:00","45523.2916666667","1 223 Ko","1222.6667","1 607 Ko","1606.6667","55 294 763 Ko","55294763.3333","55 296 000 Ko","55296000.0000","49 206 Ko","49206.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 09:00:00 - 10:00:00","45523.3333333333","1 225 Ko","1224.6667","1 619 Ko","1619.3333","55 294 288 Ko","55294288.0000","55 296 000 Ko","55296000.0000","51 314 Ko","51314.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 10:00:00 - 11:00:00","45523.3750000000","1 249 Ko","1248.6667","1 633 Ko","1632.6667","55 295 607 Ko","55295606.6667","55 296 000 Ko","55296000.0000","54 729 Ko","54729.3333","0 %","0.0000","100 %","0000010000"
"19/08/2024 11:00:00 - 12:00:00","45523.4166666667","1 233 Ko","1233.3333","1 664 Ko","1664.0000","55 295 959 Ko","55295958.6667","55 296 000 Ko","55296000.0000","63 752 Ko","63752.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 12:00:00 - 13:00:00","45523.4583333333","1 230 Ko","1230.0000","1 664 Ko","1664.0000","55 295 989 Ko","55295989.3333","55 296 000 Ko","55296000.0000","70 325 Ko","70325.3333","0 %","0.0000","100 %","0000010000"
"19/08/2024 13:00:00 - 14:00:00","45523.5000000000","1 236 Ko","1236.0000","1 664 Ko","1664.0000","55 294 386 Ko","55294386.0000","55 296 000 Ko","55296000.0000","75 461 Ko","75460.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 14:00:00 - 15:00:00","45523.5416666667","1 230 Ko","1230.0000","1 664 Ko","1664.0000","55 296 073 Ko","55296073.3333","55 296 000 Ko","55296000.0000","80 298 Ko","80298.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 15:00:00 - 16:00:00","45523.5833333333","1 230 Ko","1230.0000","1 664 Ko","1664.0000","55 295 365 Ko","55295365.3333","55 296 000 Ko","55296000.0000","86 925 Ko","86924.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 16:00:00 - 17:00:00","45523.6250000000","1 220 Ko","1220.0000","5 540 Ko","5540.0000","55 295 991 Ko","55295990.6667","55 296 000 Ko","55296000.0000","94 191 Ko","94191.3333","0 %","0.0000","100 %","0000010000"
"19/08/2024 17:00:00 - 18:00:00","45523.6666666667","1 213 Ko","1213.3333","1 664 Ko","1664.0000","55 295 876 Ko","55295876.0000","55 296 000 Ko","55296000.0000","98 090 Ko","98090.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 18:00:00 - 19:00:00","45523.7083333333","1 211 Ko","1210.6667","1 664 Ko","1664.0000","55 295 497 Ko","55295497.3333","55 296 000 Ko","55296000.0000","99 204 Ko","99204.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 19:00:00 - 20:00:00","45523.7500000000","1 215 Ko","1214.6667","1 664 Ko","1664.0000","55 291 492 Ko","55291492.0000","55 296 000 Ko","55296000.0000","99 788 Ko","99788.0000","0 %","0.0000","100 %","0000010000"
"19/08/2024 20:00:00 - 21:00:00","45523.7916666667","1 213 Ko","1213.3333","1 664 Ko","1664.0000","55 289 889 Ko","55289889.3333","55 296 000 Ko","55296000.0000","99 877 Ko","99876.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 21:00:00 - 22:00:00","45523.8333333333","1 217 Ko","1216.6667","1 664 Ko","1664.0000","55 290 256 Ko","55290256.0000","55 296 000 Ko","55296000.0000","100 777 Ko","100776.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 22:00:00 - 23:00:00","45523.8750000000","1 215 Ko","1214.6667","1 664 Ko","1664.0000","55 290 520 Ko","55290520.0000","55 296 000 Ko","55296000.0000","100 841 Ko","100840.6667","0 %","0.0000","100 %","0000010000"
"19/08/2024 23:00:00 - 00:00:00","45523.9166666667","1 290 Ko","1290.0000","1 664 Ko","1664.0000","55 293 958 Ko","55293958.0000","55 296 000 Ko","55296000.0000","100 535 Ko","100535.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 00:00:00 - 01:00:00","45523.9583333333","1 338 Ko","1338.0000","1 664 Ko","1664.0000","55 295 953 Ko","55295952.6667","55 296 000 Ko","55296000.0000","98 928 Ko","98928.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 01:00:00 - 02:00:00","45524.0000000000","1 351 Ko","1351.3333","1 660 Ko","1660.0000","55 295 966 Ko","55295966.0000","55 296 000 Ko","55296000.0000","102 554 Ko","102554.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 02:00:00 - 03:00:00","45524.0416666667","1 270 Ko","1270.0000","1 656 Ko","1656.0000","55 295 912 Ko","55295912.0000","55 296 000 Ko","55296000.0000","104 144 Ko","104144.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 03:00:00 - 04:00:00","45524.0833333333","1 205 Ko","1204.6667","1 656 Ko","1656.0000","55 295 743 Ko","55295742.6667","55 296 000 Ko","55296000.0000","104 144 Ko","104144.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 04:00:00 - 05:00:00","45524.1250000000","1 212 Ko","1212.0000","1 656 Ko","1656.0000","55 294 629 Ko","55294629.3333","55 296 000 Ko","55296000.0000","104 157 Ko","104157.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 05:00:00 - 06:00:00","45524.1666666667","1 250 Ko","1250.0000","1 656 Ko","1656.0000","55 295 672 Ko","55295672.0000","55 296 000 Ko","55296000.0000","106 011 Ko","106010.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 06:00:00 - 07:00:00","45524.2083333333","1 218 Ko","1218.0000","1 656 Ko","1656.0000","55 295 725 Ko","55295724.6667","55 296 000 Ko","55296000.0000","111 633 Ko","111632.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 07:00:00 - 08:00:00","45524.2500000000","1 195 Ko","1195.3333","1 656 Ko","1656.0000","55 295 826 Ko","55295826.0000","55 296 000 Ko","55296000.0000","117 148 Ko","117148.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 08:00:00 - 09:00:00","45524.2916666667","1 203 Ko","1202.6667","3 095 Ko","3095.3333","55 294 683 Ko","55294683.3333","55 296 000 Ko","55296000.0000","120 515 Ko","120514.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 09:00:00 - 10:00:00","45524.3333333333","1 177 Ko","1176.6667","1 656 Ko","1656.0000","55 292 872 Ko","55292872.0000","55 296 000 Ko","55296000.0000","124 571 Ko","124571.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 10:00:00 - 11:00:00","45524.3750000000","1 181 Ko","1180.6667","1 656 Ko","1656.0000","55 294 959 Ko","55294958.6667","55 296 000 Ko","55296000.0000","127 983 Ko","127982.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 11:00:00 - 12:00:00","45524.4166666667","1 200 Ko","1200.0000","1 656 Ko","1656.0000","55 294 970 Ko","55294970.0000","55 296 000 Ko","55296000.0000","134 025 Ko","134025.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 12:00:00 - 13:00:00","45524.4583333333","1 205 Ko","1205.3333","1 656 Ko","1656.0000","55 297 371 Ko","55297370.6667","55 296 000 Ko","55296000.0000","141 178 Ko","141178.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 13:00:00 - 14:00:00","45524.5000000000","1 187 Ko","1187.3333","1 656 Ko","1656.0000","55 293 849 Ko","55293848.6667","55 296 000 Ko","55296000.0000","146 690 Ko","146690.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 14:00:00 - 15:00:00","45524.5416666667","1 174 Ko","1174.0000","1 656 Ko","1656.0000","55 293 619 Ko","55293619.3333","55 296 000 Ko","55296000.0000","151 166 Ko","151166.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 15:00:00 - 16:00:00","45524.5833333333","1 176 Ko","1176.0000","1 656 Ko","1656.0000","55 295 868 Ko","55295868.0000","55 296 000 Ko","55296000.0000","156 851 Ko","156850.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 16:00:00 - 17:00:00","45524.6250000000","1 195 Ko","1194.6667","1 656 Ko","1656.0000","55 295 239 Ko","55295238.6667","55 296 000 Ko","55296000.0000","163 002 Ko","163002.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 17:00:00 - 18:00:00","45524.6666666667","1 139 Ko","1138.6667","1 656 Ko","1656.0000","55 295 546 Ko","55295546.0000","55 296 000 Ko","55296000.0000","166 999 Ko","166998.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 18:00:00 - 19:00:00","45524.7083333333","1 129 Ko","1128.6667","1 656 Ko","1656.0000","55 295 992 Ko","55295992.0000","55 296 000 Ko","55296000.0000","167 777 Ko","167777.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 19:00:00 - 20:00:00","45524.7500000000","1 136 Ko","1136.0000","1 656 Ko","1656.0000","55 292 521 Ko","55292520.6667","55 296 000 Ko","55296000.0000","167 843 Ko","167843.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 20:00:00 - 21:00:00","45524.7916666667","1 133 Ko","1133.3333","1 656 Ko","1656.0000","55 293 801 Ko","55293800.6667","55 296 000 Ko","55296000.0000","167 957 Ko","167957.3333","0 %","0.0000","100 %","0000010000"
"20/08/2024 21:00:00 - 22:00:00","45524.8333333333","1 138 Ko","1138.0000","1 656 Ko","1656.0000","55 295 963 Ko","55295962.6667","55 296 000 Ko","55296000.0000","167 984 Ko","167984.0000","0 %","0.0000","100 %","0000010000"
"20/08/2024 22:00:00 - 23:00:00","45524.8750000000","1 129 Ko","1129.3333","1 656 Ko","1656.0000","55 295 961 Ko","55295961.3333","55 296 000 Ko","55296000.0000","167 985 Ko","167984.6667","0 %","0.0000","100 %","0000010000"
"20/08/2024 23:00:00 - 00:00:00","45524.9166666667","1 221 Ko","1220.6667","1 656 Ko","1656.0000","55 296 083 Ko","55296083.3333","55 296 000 Ko","55296000.0000","159 203 Ko","159202.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 00:00:00 - 01:00:00","45524.9583333333","1 311 Ko","1310.6667","1 656 Ko","1656.0000","55 295 918 Ko","55295918.0000","55 296 000 Ko","55296000.0000","133 066 Ko","133066.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 01:00:00 - 02:00:00","45525.0000000000","1 306 Ko","1306.0000","1 656 Ko","1656.0000","55 295 748 Ko","55295748.0000","55 296 000 Ko","55296000.0000","136 889 Ko","136888.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 02:00:00 - 03:00:00","45525.0416666667","1 243 Ko","1243.3333","1 656 Ko","1656.0000","55 295 677 Ko","55295676.6667","55 296 000 Ko","55296000.0000","138 672 Ko","138672.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 03:00:00 - 04:00:00","45525.0833333333","1 205 Ko","1205.3333","1 656 Ko","1656.0000","55 295 735 Ko","55295735.3333","55 296 000 Ko","55296000.0000","138 672 Ko","138672.0000","0 %","0.0000","100 %","0000010000"
"21/08/2024 04:00:00 - 05:00:00","45525.1250000000","1 228 Ko","1228.0000","1 656 Ko","1656.0000","55 295 884 Ko","55295884.0000","55 296 000 Ko","55296000.0000","138 683 Ko","138682.6667","0 %","0.0000","100 %","0000010000"
"21/08/2024 05:00:00 - 06:00:00","45525.1666666667","1 267 Ko","1266.6667","3 244 Ko","3244.0000","55 296 273 Ko","55296273.3333","55 296 000 Ko","55296000.0000","138 747 Ko","138747.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 06:00:00 - 07:00:00","45525.2083333333","1 204 Ko","1204.0000","1 656 Ko","1656.0000","55 295 727 Ko","55295727.3333","55 296 000 Ko","55296000.0000","138 815 Ko","138815.3333","0 %","0.0000","100 %","0000010000"
"21/08/2024 07:00:00 - 08:00:00","45525.2500000000","1 198 Ko","1198.0000","1 656 Ko","1656.0000","55 295 899 Ko","55295899.3333","55 296 000 Ko","55296000.0000","138 955 Ko","138954.6667","0 %","0.0000","100 %","0000010000"
