"Date et heure","Date et heure(RAW)","Total","Total(RAW)","Temps mort","Temps mort(RAW)","Couverture","Couverture(RAW)"
"22/08/2024 23:00:00 - 00:00:00","45526.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 00:00:00 - 01:00:00","45526.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 01:00:00 - 02:00:00","45527.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 02:00:00 - 03:00:00","45527.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 03:00:00 - 04:00:00","45527.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 04:00:00 - 05:00:00","45527.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 05:00:00 - 06:00:00","45527.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 06:00:00 - 07:00:00","45527.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 07:00:00 - 08:00:00","45527.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 08:00:00 - 09:00:00","45527.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 09:00:00 - 10:00:00","45527.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 10:00:00 - 11:00:00","45527.3750000000","2 %","2.5000","0 %","0.0000","100 %","0000010000"
"23/08/2024 11:00:00 - 12:00:00","45527.4166666667","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 12:00:00 - 13:00:00","45527.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 13:00:00 - 14:00:00","45527.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 14:00:00 - 15:00:00","45527.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 15:00:00 - 16:00:00","45527.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 16:00:00 - 17:00:00","45527.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 17:00:00 - 18:00:00","45527.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 18:00:00 - 19:00:00","45527.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 19:00:00 - 20:00:00","45527.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 20:00:00 - 21:00:00","45527.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 21:00:00 - 22:00:00","45527.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 22:00:00 - 23:00:00","45527.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"23/08/2024 23:00:00 - 00:00:00","45527.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 00:00:00 - 01:00:00","45527.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 01:00:00 - 02:00:00","45528.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 02:00:00 - 03:00:00","45528.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 03:00:00 - 04:00:00","45528.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 04:00:00 - 05:00:00","45528.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 05:00:00 - 06:00:00","45528.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 06:00:00 - 07:00:00","45528.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 07:00:00 - 08:00:00","45528.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 08:00:00 - 09:00:00","45528.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 09:00:00 - 10:00:00","45528.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 10:00:00 - 11:00:00","45528.3750000000","2 %","2.5000","0 %","0.0000","100 %","0000010000"
"24/08/2024 11:00:00 - 12:00:00","45528.4166666667","2 %","2.1667","0 %","0.0000","100 %","0000010000"
"24/08/2024 12:00:00 - 13:00:00","45528.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 13:00:00 - 14:00:00","45528.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 14:00:00 - 15:00:00","45528.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 15:00:00 - 16:00:00","45528.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 16:00:00 - 17:00:00","45528.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 17:00:00 - 18:00:00","45528.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 18:00:00 - 19:00:00","45528.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 19:00:00 - 20:00:00","45528.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 20:00:00 - 21:00:00","45528.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 21:00:00 - 22:00:00","45528.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 22:00:00 - 23:00:00","45528.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"24/08/2024 23:00:00 - 00:00:00","45528.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 00:00:00 - 01:00:00","45528.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 01:00:00 - 02:00:00","45529.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 02:00:00 - 03:00:00","45529.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 03:00:00 - 04:00:00","45529.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 04:00:00 - 05:00:00","45529.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 05:00:00 - 06:00:00","45529.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 06:00:00 - 07:00:00","45529.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 07:00:00 - 08:00:00","45529.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 08:00:00 - 09:00:00","45529.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 09:00:00 - 10:00:00","45529.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 10:00:00 - 11:00:00","45529.3750000000","3 %","2.6667","0 %","0.0000","100 %","0000010000"
"25/08/2024 11:00:00 - 12:00:00","45529.4166666667","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 12:00:00 - 13:00:00","45529.4583333333","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 13:00:00 - 14:00:00","45529.5000000000","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 14:00:00 - 15:00:00","45529.5416666667","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 15:00:00 - 16:00:00","45529.5833333333","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 16:00:00 - 17:00:00","45529.6250000000","2 %","2.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 17:00:00 - 18:00:00","45529.6666666667","2 %","2.5000","0 %","0.0000","100 %","0000010000"
"25/08/2024 18:00:00 - 19:00:00","45529.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 19:00:00 - 20:00:00","45529.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 20:00:00 - 21:00:00","45529.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 21:00:00 - 22:00:00","45529.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 22:00:00 - 23:00:00","45529.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"25/08/2024 23:00:00 - 00:00:00","45529.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 00:00:00 - 01:00:00","45529.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 01:00:00 - 02:00:00","45530.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 02:00:00 - 03:00:00","45530.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 03:00:00 - 04:00:00","45530.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 04:00:00 - 05:00:00","45530.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 05:00:00 - 06:00:00","45530.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 06:00:00 - 07:00:00","45530.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 07:00:00 - 08:00:00","45530.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 08:00:00 - 09:00:00","45530.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 09:00:00 - 10:00:00","45530.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 10:00:00 - 11:00:00","45530.3750000000","2 %","2.5000","0 %","0.0000","100 %","0000010000"
"26/08/2024 11:00:00 - 12:00:00","45530.4166666667","2 %","2.1667","0 %","0.0000","100 %","0000010000"
"26/08/2024 12:00:00 - 13:00:00","45530.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 13:00:00 - 14:00:00","45530.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 14:00:00 - 15:00:00","45530.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 15:00:00 - 16:00:00","45530.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 16:00:00 - 17:00:00","45530.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 17:00:00 - 18:00:00","45530.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 18:00:00 - 19:00:00","45530.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 19:00:00 - 20:00:00","45530.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 20:00:00 - 21:00:00","45530.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 21:00:00 - 22:00:00","45530.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 22:00:00 - 23:00:00","45530.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"26/08/2024 23:00:00 - 00:00:00","45530.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 00:00:00 - 01:00:00","45530.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 01:00:00 - 02:00:00","45531.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 02:00:00 - 03:00:00","45531.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 03:00:00 - 04:00:00","45531.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 04:00:00 - 05:00:00","45531.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 05:00:00 - 06:00:00","45531.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 06:00:00 - 07:00:00","45531.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 07:00:00 - 08:00:00","45531.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 08:00:00 - 09:00:00","45531.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 09:00:00 - 10:00:00","45531.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 10:00:00 - 11:00:00","45531.3750000000","2 %","2.5000","0 %","0.0000","100 %","0000010000"
"27/08/2024 11:00:00 - 12:00:00","45531.4166666667","2 %","2.1667","0 %","0.0000","100 %","0000010000"
"27/08/2024 12:00:00 - 13:00:00","45531.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 13:00:00 - 14:00:00","45531.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 14:00:00 - 15:00:00","45531.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 15:00:00 - 16:00:00","45531.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 16:00:00 - 17:00:00","45531.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 17:00:00 - 18:00:00","45531.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 18:00:00 - 19:00:00","45531.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 19:00:00 - 20:00:00","45531.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 20:00:00 - 21:00:00","45531.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 21:00:00 - 22:00:00","45531.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 22:00:00 - 23:00:00","45531.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"27/08/2024 23:00:00 - 00:00:00","45531.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 00:00:00 - 01:00:00","45531.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 01:00:00 - 02:00:00","45532.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 02:00:00 - 03:00:00","45532.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 03:00:00 - 04:00:00","45532.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 04:00:00 - 05:00:00","45532.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 05:00:00 - 06:00:00","45532.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 06:00:00 - 07:00:00","45532.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 07:00:00 - 08:00:00","45532.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 08:00:00 - 09:00:00","45532.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 09:00:00 - 10:00:00","45532.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 10:00:00 - 11:00:00","45532.3750000000","3 %","2.6250","0 %","0.0000","100 %","0000010000"
"28/08/2024 11:00:00 - 12:00:00","45532.4166666667","2 %","2.2000","0 %","0.0000","100 %","0000010000"
"28/08/2024 12:00:00 - 13:00:00","45532.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 13:00:00 - 14:00:00","45532.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 14:00:00 - 15:00:00","45532.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 15:00:00 - 16:00:00","45532.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 16:00:00 - 17:00:00","45532.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 17:00:00 - 18:00:00","45532.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 18:00:00 - 19:00:00","45532.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 19:00:00 - 20:00:00","45532.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 20:00:00 - 21:00:00","45532.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 21:00:00 - 22:00:00","45532.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 22:00:00 - 23:00:00","45532.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"28/08/2024 23:00:00 - 00:00:00","45532.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 00:00:00 - 01:00:00","45532.9583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 01:00:00 - 02:00:00","45533.0000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 02:00:00 - 03:00:00","45533.0416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 03:00:00 - 04:00:00","45533.0833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 04:00:00 - 05:00:00","45533.1250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 05:00:00 - 06:00:00","45533.1666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 06:00:00 - 07:00:00","45533.2083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 07:00:00 - 08:00:00","45533.2500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 08:00:00 - 09:00:00","45533.2916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 09:00:00 - 10:00:00","45533.3333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 10:00:00 - 11:00:00","45533.3750000000","3 %","2.6667","0 %","0.0000","100 %","0000010000"
"29/08/2024 11:00:00 - 12:00:00","45533.4166666667","2 %","2.3333","0 %","0.0000","100 %","0000010000"
"29/08/2024 12:00:00 - 13:00:00","45533.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 13:00:00 - 14:00:00","45533.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 14:00:00 - 15:00:00","45533.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 15:00:00 - 16:00:00","45533.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 16:00:00 - 17:00:00","45533.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 17:00:00 - 18:00:00","45533.6666666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 18:00:00 - 19:00:00","45533.7083333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 19:00:00 - 20:00:00","45533.7500000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 20:00:00 - 21:00:00","45533.7916666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 21:00:00 - 22:00:00","45533.8333333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 22:00:00 - 23:00:00","45533.8750000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"29/08/2024 23:00:00 - 00:00:00","45533.9166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 00:00:00 - 01:00:00","45533.9583333333","3 %","3.1667","0 %","0.0000","100 %","0000010000"
"30/08/2024 01:00:00 - 02:00:00","45534.0000000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 02:00:00 - 03:00:00","45534.0416666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 03:00:00 - 04:00:00","45534.0833333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 04:00:00 - 05:00:00","45534.1250000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 05:00:00 - 06:00:00","45534.1666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 06:00:00 - 07:00:00","45534.2083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 07:00:00 - 08:00:00","45534.2500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 08:00:00 - 09:00:00","45534.2916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 09:00:00 - 10:00:00","45534.3333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 10:00:00 - 11:00:00","45534.3750000000","4 %","3.5000","0 %","0.0000","100 %","0000010000"
"30/08/2024 11:00:00 - 12:00:00","45534.4166666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 12:00:00 - 13:00:00","45534.4583333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 13:00:00 - 14:00:00","45534.5000000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 14:00:00 - 15:00:00","45534.5416666667","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 15:00:00 - 16:00:00","45534.5833333333","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 16:00:00 - 17:00:00","45534.6250000000","3 %","3.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 17:00:00 - 18:00:00","45534.6666666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 18:00:00 - 19:00:00","45534.7083333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 19:00:00 - 20:00:00","45534.7500000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 20:00:00 - 21:00:00","45534.7916666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 21:00:00 - 22:00:00","45534.8333333333","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 22:00:00 - 23:00:00","45534.8750000000","4 %","4.0000","0 %","0.0000","100 %","0000010000"
"30/08/2024 23:00:00 - 00:00:00","45534.9166666667","4 %","4.0000","0 %","0.0000","100 %","0000010000"
